"product.productid","product.total_amount","product.total_quantity","product.total_customer"
"122738","604.909973145","9","8"
"122741","1445.05993652","11","11"
"122742","431.179992676","7","6"
"122743","272.459991455","4","4"
"122744","273.369995117","4","4"
"122745","187.470001221","3","3"
"122746","377.220001221","6","6"
"122747","138.669998169","2","2"
"122749","281.209991455","4","4"
"122750","79.9899978638","1","1"
"122752","557.159973145","7","7"
"122754","169.979995728","2","2"
"122755","148.729995728","2","2"
"122756","74.9899978638","1","1"
"122757","142.13999939","2","2"
"122758","163.679992676","3","3"
"122760","243.709991455","4","4"
"122761","82.4899978638","1","1"
"122762","131.229995728","2","2"
"122763","85.9000015259","1","1"
"122764","74.9899978638","1","1"
"122765","357.459991455","4","4"
"122766","219.979995728","2","2"
"122767","302.470001221","3","3"
"122768","224.970001221","3","3"
"122769","139.979995728","2","2"
"122770","537.729980469","8","8"
"122773","199.979995728","2","2"
"122775","64.9899978638","1","1"
"122776","111.230003357","2","2"
"122780","240.0","2","2"
"122785","579.0","1","1"
"122794","375.239990234","8","8"
"122795","155.899993896","4","3"
"122799","90.0","2","1"
"122800","45.9000015259","1","1"
"122803","195.380004883","2","2"
"122807","111.120002747","1","1"
"122808","304.869995117","10","10"
"122810","30.0","1","1"
"122811","114.0","1","1"
"122812","70.0","2","1"
"122815","99.9900054932","3","3"
"122816","82.5","3","3"
"122819","30.0","1","1"
"122820","360.0","1","1"
"122822","278.320007324","12","12"
"122823","55.0","1","1"
"122825","303.58001709","5","5"
"122826","115.0","1","1"
"122828","891.900024414","1","1"
"122829","1053.90002441","1","1"
"122830","1124.09997559","1","1"
"122831","115.0","1","1"
"122832","1013.40002441","1","1"
"122835","86.1800003052","1","1"
"122836","600.0","5","5"
"122838","86.25","1","1"
"122850","35.0","1","1"
"122856","132.0","3","3"
"122858","49.0","1","1"
"122861","151.570007324","5","4"
"122871","110.5","1","1"
"122874","163.5","2","2"
"122879","60.0","1","1"
"122880","49.0","1","1"
"122881","130.0","2","2"
"122887","80.0","1","1"
"122888","45.0","1","1"
"122889","77.5","2","2"
"122890","45.0","1","1"
"122893","159.649993896","2","2"
"122895","370.0","7","7"
"122896","110.0","2","2"
"122897","140.0","2","2"
"122898","100.0","1","1"
"122901","45.0","1","1"
"122902","84.0","1","1"
"122903","140.0","2","2"
"122905","385.0","5","5"
"122906","60.0","1","1"
"122912","121.25","2","2"
"122920","122.5","2","2"
"122921","109.099998474","2","2"
"122934","65.0","1","1"
"122938","351.989990234","4","3"
"122940","494.5","1","1"
"122945","187.5","2","2"
"122946","789.75","1","1"
"122947","210.0","2","2"
"122948","1082.5","2","2"
"122949","499.0","1","1"
"122950","75.0","1","1"
"122951","82.5","1","1"
"122952","165.0","2","2"
"122953","82.5","1","1"
"122954","495.0","3","3"
"122958","1009.0","2","2"
"122959","385.0","4","4"
"122961","120.0","1","1"
"122962","180.0","2","2"
"122976","120.0","1","1"
"122978","227.5","2","2"
"122979","90.0","1","1"
"122980","536.25","3","3"
"122982","119.989997864","1","1"
"122985","289.989990234","2","2"
"122987","93.75","1","1"
"122988","235.899993896","2","2"
"122992","169.979995728","2","2"
"122998","2928.82006836","32","27"
"123000","125.900001526","1","1"
"123001","200.0","2","2"
"123003","91.6999969482","1","1"
"123004","330.5","3","3"
"123005","246.399993896","2","2"
"123006","337.479980469","4","4"
"123009","167.880004883","3","3"
"123011","102.739997864","2","2"
"123013","435.0","1","1"
"123016","218.5","1","1"
"123017","77.9000015259","1","1"
"123018","1073.5","2","2"
"123021","161.25","2","2"
"123022","80.5","1","1"
"123023","1043.75","4","4"
"123024","75.0","1","1"
"123025","105.0","1","1"
"123026","95.9000015259","1","1"
"123028","142.5","2","2"
"123029","50.0","1","1"
"123030","890.5","2","2"
"123031","100.0","1","1"
"123032","190.0","2","2"
"123034","202.300003052","1","1"
"123038","275.0","3","3"
"123039","499.0","1","1"
"123041","172.489990234","2","2"
"123042","100.0","1","1"
"123044","94.9899978638","1","1"
"123045","101.989997864","1","1"
"123048","84.7399978638","1","1"
"123050","74.9899978638","1","1"
"123051","169.729995728","2","2"
"123053","225.979995728","2","2"
"123057","865.609985352","5","5"
"123063","163.699996948","1","1"
"123064","235.929992676","2","2"
"123065","266.029998779","6","4"
"123068","85.8000030518","2","2"
"123070","154.720001221","3","3"
"123071","49.9000015259","1","1"
"123072","234.619995117","4","4"
"123073","59.9000015259","1","1"
"123075","131.830001831","2","2"
"123077","149.820007324","2","2"
"123078","359.679992676","2","2"
"123079","79.9000015259","1","1"
"123081","553.119995117","4","4"
"123082","149.800003052","2","2"
"123085","157.320007324","2","2"
"123087","79.9000015259","1","1"
"123088","79.9000015259","1","1"
"123090","79.9000015259","1","1"
"123100","105.0","2","2"
"123102","56.25","1","1"
"123107","82.4199981689","1","1"
"123114","225.0","1","1"
"123116","189.800003052","2","2"
"123117","119.0","1","1"
"123120","262.5","2","2"
"123128","209.800003052","2","2"
"123136","82.5","1","1"
"123138","449.959991455","4","3"
"123139","164.989990234","2","2"
"123143","403.75","5","5"
"123144","110.0","2","2"
"123145","213.75","3","3"
"123148","172.5","2","2"
"123149","75.0","1","1"
"123152","189.5","2","2"
"123154","180.25","2","2"
"123155","90.0","1","1"
"123157","165.0","2","1"
"123159","227.5","4","4"
"123166","192.479995728","3","3"
"123167","56.25","1","1"
"123170","52.5","1","1"
"123178","89.9899978638","1","1"
"123179","19.7999992371","1","1"
"123182","40.0","1","1"
"123188","131.440002441","3","3"
"123189","93.4000015259","2","2"
"123191","46.0","1","1"
"123194","41.0","1","1"
"123201","54.6500015259","1","1"
"123206","45.75","1","1"
"123207","43.5","1","1"
"123209","43.1199989319","1","1"
"123210","48.75","1","1"
"123211","144.220001221","3","3"
"123212","200.740005493","4","3"
"123214","104.119995117","2","2"
"123215","121.949996948","2","2"
"123217","59.5","1","1"
"123220","84.0","2","2"
"123223","330.0","2","2"
"123224","189.25","4","3"
"123225","30.75","1","1"
"123226","159.75","3","3"
"123227","45.3800010681","1","1"
"123230","61.5","1","1"
"123231","56.25","1","1"
"123233","55.1199989319","1","1"
"123234","38.6199989319","1","1"
"123235","46.5","1","1"
"123238","690.719970703","7","6"
"123240","258.739990234","2","2"
"123241","296.25","2","2"
"123243","53.5","1","1"
"123244","41.25","1","1"
"123247","47.25","2","2"
"123250","250.0","3","3"
"123251","100.0","1","1"
"123255","57.5","1","1"
"123256","63.0","1","1"
"123283","29.25","1","1"
"123290","24.0","1","1"
"123292","43.5","2","2"
"123296","30.0","1","1"
"123299","218.0","2","2"
"123301","81.75","1","1"
"123303","81.75","1","1"
"123306","354.75","3","3"
"123307","81.75","1","1"
"123309","223.5","2","2"
"123311","139.0","1","1"
"123314","96.75","1","1"
"123315","51.0","2","2"
"123416","22.6299991608","1","1"
"123421","26.2900009155","1","1"
"123423","48.1200027466","2","2"
"123424","27.5","1","1"
"123426","127.5","1","1"
"123434","37.7799987793","1","1"
"123436","39.9900016785","1","1"
"123438","92.0","1","1"
"123442","149.970001221","3","3"
"123443","89.9899978638","1","1"
"123444","39.9900016785","1","1"
"123448","79.9800033569","2","2"
"123450","39.9900016785","1","1"
"123453","209.960006714","4","4"
"123458","179.899993896","1","1"
"123459","119.980003357","2","2"
"123460","182.38999939","3","2"
"123463","69.9899978638","1","1"
"123466","128.990005493","2","2"
"123467","180.0","2","2"
"123468","367.420013428","2","2"
"123474","166.25","2","2"
"123483","56.9900016785","1","1"
"123484","68.7600021362","1","1"
"123488","75.4400024414","1","1"
"123490","26.5","1","1"
"123493","200.0","3","2"
"123497","105.699996948","1","1"
"123500","59.25","1","1"
"123504","214.0","2","2"
"123506","74.25","1","1"
"123548","450.0","1","1"
"123549","195.0","1","1"
"123550","243.75","1","1"
"123565","530.5","6","6"
"123571","173.25","2","2"
"123574","83.0","1","1"
"123575","832.0","3","3"
"123576","662.0","1","1"
"123577","199.989990234","2","2"
"123599","109.0","1","1"
"123600","163.5","2","2"
"123601","1345.43005371","4","4"
"123603","173.25","2","2"
"123604","74.25","1","1"
"123605","99.0","1","1"
"123618","670.239990234","5","5"
"123619","469.559997559","4","3"
"123621","714.0","8","7"
"123622","283.5","2","2"
"123624","168.0","2","2"
"123626","163.25","2","2"
"123627","574.299987793","5","4"
"123629","219.300003052","2","2"
"123631","104.25","1","1"
"123635","257.989990234","2","2"
"123636","472.5","3","3"
"123637","1713.9699707","13","11"
"123643","208.5","2","2"
"123645","104.25","1","1"
"123651","229.350006104","2","2"
"123656","243.25","2","2"
"123657","225.739990234","2","2"
"123658","96.75","1","1"
"123659","104.25","1","1"
"123661","228.0","2","2"
"123662","159.0","1","1"
"123671","96.75","1","1"
"123672","121.5","1","1"
"123674","568.5","2","2"
"123675","347.5","3","3"
"123676","326.25","3","3"
"123677","993.5","6","6"
"123680","586.440002441","4","4"
"123681","1336.5","4","4"
"123685","348.75","3","3"
"123686","278.25","2","2"
"123687","232.5","2","2"
"123688","108.75","1","1"
"123689","417.0","4","4"
"123690","339.460021973","2","2"
"123691","930.25","4","4"
"123692","380.25","3","3"
"123695","223.5","2","2"
"123697","436.0","5","5"
"123701","375.0","4","4"
"123704","96.75","1","1"
"123705","104.25","1","1"
"123706","652.41998291","8","8"
"123707","233.619995117","3","3"
"123708","267.0","1","1"
"123710","21.7000007629","1","1"
"123712","89.0","1","1"
"123718","327.380004883","1","1"
"123719","81.75","1","1"
"123721","109.0","1","1"
"123722","99.0","1","1"
"123723","361.25","4","4"
"123724","867.349975586","2","2"
"123725","190.75","2","2"
"123733","108.75","2","2"
"123734","70.0","1","1"
"123737","187.419998169","1","1"
"123744","79.9899978638","1","1"
"123745","74.9899978638","1","1"
"123748","56.2400016785","1","1"
"123750","149.979995728","2","2"
"123752","112.480003357","2","2"
"123755","157.479995728","2","2"
"123757","552.380004883","5","5"
"123758","625.739990234","2","2"
"123760","121.229995728","2","2"
"123764","585.0","1","1"
"123765","64.9899978638","1","1"
"123766","131.229995728","2","2"
"123768","122.479995728","2","2"
"123771","63.1800003052","1","1"
"123772","214.970001221","3","3"
"123776","52.4900016785","1","1"
"123778","52.4900016785","1","1"
"123779","84.9899978638","1","1"
"123781","61.9900016785","1","1"
"123782","64.9899978638","1","1"
"123783","68.0400009155","1","1"
"123786","149.979995728","2","2"
"123787","285.709991455","5","5"
"123788","139.979995728","2","2"
"123789","81.5","1","1"
"123791","817.140014648","3","3"
"123793","139.979995728","2","2"
"123794","708.829956055","3","3"
"123795","278.019989014","4","3"
"123796","69.9899978638","1","1"
"123802","187.470001221","3","3"
"123803","85.9000015259","1","1"
"123805","54.7000007629","1","1"
"123807","142.479995728","2","2"
"123808","59.9900016785","1","1"
"123809","199.970001221","3","3"
"123812","69.9899978638","1","1"
"123813","332.449981689","5","5"
"123814","69.9899978638","1","1"
"123816","64.9899978638","1","1"
"123819","194.839996338","2","2"
"123820","67.4199981689","1","1"
"123823","359.839996338","3","3"
"123826","374.719970703","3","3"
"123827","129.899993896","1","1"
"123829","1260.0","2","1"
"123830","129.899993896","1","1"
"123831","82.4199981689","1","1"
"123833","119.919998169","1","1"
"123835","187.710006714","1","1"
"123840","112.419998169","1","1"
"123842","104.919998169","1","1"
"123843","135.0","1","1"
"123844","337.200012207","4","3"
"123846","335.380004883","4","4"
"123847","108.75","1","1"
"123848","119.900001526","1","1"
"123851","1049.54003906","4","3"
"123859","325.25","1","1"
"123861","101.900001526","1","1"
"123871","180.0","1","1"
"123875","44.1199989319","1","1"
"123881","135.0","2","2"
"123882","149.989990234","2","2"
"123883","141.75","1","1"
"123885","332.399993896","3","3"
"123886","260.75","2","2"
"123890","199.5","2","2"
"123894","272.25","3","3"
"123895","76.4199981689","1","1"
"123898","118.0","2","2"
"123899","77.9899978638","1","1"
"123902","237.470001221","3","3"
"123905","77.9899978638","1","1"
"123906","87.9899978638","1","1"
"123907","87.9899978638","1","1"
"123909","74.9899978638","1","1"
"123912","241.970001221","3","3"
"123916","76.5","1","1"
"123921","104.989997864","1","1"
"123922","186.0","2","2"
"123923","119.989997864","1","1"
"123924","173.0","1","1"
"123925","149.990005493","1","1"
"123926","104.989997864","1","1"
"123931","576.070007324","2","2"
"123932","385.329986572","1","1"
"123934","219.0","1","1"
"123938","414.0","2","2"
"123943","175.0","1","1"
"123944","166.0","1","1"
"123945","219.979995728","2","2"
"123949","170.0","1","1"
"123960","1673.42004395","12","9"
"123961","74.9199981689","1","1"
"123966","119.900001526","1","1"
"123967","82.4199981689","1","1"
"123968","82.4199981689","1","1"
"123970","81.75","1","1"
"123972","318.820007324","3","3"
"123980","104.919998169","1","1"
"123984","131.25","1","1"
"123986","155.0","1","1"
"123992","52.4900016785","1","1"
"123993","59.9900016785","1","1"
"123994","69.9899978638","1","1"
"123997","69.9899978638","1","1"
"124000","59.9900016785","1","1"
"124004","332.389984131","2","2"
"124009","90.0","1","1"
"124010","414.989990234","3","3"
"124011","117.0","1","1"
"124014","105.0","1","1"
"124017","125.0","1","1"
"124018","252.5","2","2"
"124019","306.239990234","2","2"
"124020","326.25","3","3"
"124021","187.5","2","2"
"124024","112.5","1","1"
"124025","135.0","1","1"
"124047","37.4900016785","1","1"
"124049","74.9899978638","1","1"
"124051","242.459991455","4","4"
"124052","52.4900016785","1","1"
"124054","74.9899978638","1","1"
"124056","435.0","4","3"
"124057","89.9899978638","1","1"
"124059","99.9899978638","1","1"
"124060","467.949981689","6","6"
"124061","319.959991455","4","4"
"124064","199.979995728","2","2"
"124065","139.979995728","2","2"
"124086","155.0","1","1"
"124098","63.7400016785","1","1"
"124104","35.6199989319","1","1"
"124109","60.0","1","1"
"124110","140.0","3","3"
"124118","61.0","1","1"
"124122","55.0","1","1"
"124125","186.0","2","2"
"124130","175.989990234","2","2"
"124132","59.9900016785","1","1"
"124135","37.5","1","1"
"124137","78.0","1","1"
"124139","214.490005493","3","3"
"124143","88.0","1","1"
"124152","89.25","1","1"
"124162","39.0","1","1"
"124170","128.0","2","2"
"124175","212.5","3","3"
"124177","140.0","2","2"
"124178","105.0","2","2"
"124179","60.0","1","1"
"124181","41.25","1","1"
"124184","90.0","2","2"
"124191","82.5","1","1"
"124194","290.0","6","6"
"124196","60.0","1","1"
"124197","170.0","2","2"
"124201","92.0","1","1"
"124204","204.5","2","2"
"124206","105.0","2","2"
"124207","90.0","1","1"
"124211","90.0","1","1"
"124215","120.0","1","1"
"124217","139.5","1","1"
"124219","278.850006104","6","5"
"124220","90.0","1","1"
"124226","480.0","1","1"
"124232","97.5","1","1"
"124236","50.0","1","1"
"124249","126.739997864","1","1"
"124254","74.25","1","1"
"124255","535.5","5","4"
"124257","74.25","1","1"
"124258","69.0","1","1"
"124260","297.5","3","3"
"124261","387.0","4","4"
"124263","954.0","2","1"
"124264","223.5","2","2"
"124265","238.5","2","2"
"124267","595.989990234","5","5"
"124268","119.25","1","1"
"124274","103.5","2","2"
"124275","431.239990234","3","3"
"124276","201.0","3","2"
"124277","56.25","1","1"
"124278","213.5","3","3"
"124279","89.0","1","1"
"124281","201.75","3","3"
"124282","65.0","1","1"
"124285","83.0","1","1"
"124287","63.0","1","1"
"124288","44.25","1","1"
"124289","55.0","1","1"
"124293","326.0","4","4"
"124296","148.5","2","2"
"124297","79.0","1","1"
"124299","148.5","2","2"
"124300","163.5","2","2"
"124302","78.75","1","1"
"124304","378.25","5","4"
"124307","287.5","3","3"
"124308","74.25","1","1"
"124309","142.5","2","2"
"124312","44.25","1","1"
"124313","69.0","1","1"
"124314","48.75","1","1"
"124316","204.75","3","3"
"124318","621.489990234","7","7"
"124319","96.75","1","1"
"124321","49.0","1","1"
"124337","164.690002441","2","2"
"124351","96.75","1","1"
"124355","301.5","4","3"
"124357","260.899993896","7","6"
"124364","19.8999996185","1","1"
"124365","16.5","1","1"
"124370","20.25","1","1"
"124371","47.25","2","2"
"124373","71.5","3","3"
"124393","59.9900016785","1","1"
"124394","119.980003357","2","2"
"124395","279.960021973","5","5"
"124397","164.979995728","2","2"
"124398","174.979995728","2","2"
"124399","439.949981689","5","5"
"124400","1244.9699707","5","4"
"124401","345.890014648","3","3"
"124402","119.989997864","1","1"
"124403","29.0","1","1"
"124404","1592.5","6","5"
"124405","200.0","1","1"
"124406","157.5","1","1"
"124409","109.400001526","2","2"
"124410","69.9899978638","1","1"
"124411","164.979995728","2","2"
"124412","146.229995728","2","2"
"124413","74.9899978638","1","1"
"124414","168.790008545","2","2"
"124416","79.9899978638","1","1"
"124417","190.369995117","2","2"
"124418","329.970001221","3","2"
"124419","444.959991455","4","4"
"124421","54.2400016785","1","1"
"124427","134.0","2","2"
"124430","45.0","1","1"
"124433","359.989990234","1","1"
"124435","86.2300033569","2","2"
"124453","38.7799987793","1","1"
"124456","195.0","2","1"
"124457","82.5","1","1"
"124459","82.5","1","1"
"124460","90.0","1","1"
"124466","112.5","1","1"
"124476","249.0","1","1"
"124479","265.820007324","1","1"
"124483","216.75","1","1"
"124484","216.75","1","1"
"124488","295.470001221","1","1"
"124489","299.0","1","1"
"124492","49.0","1","1"
"124493","103.25","2","2"
"124494","65.0","1","1"
"124495","65.0","1","1"
"124496","168.75","3","3"
"124499","255.0","3","3"
"124500","93.9000015259","1","1"
"124501","449.049987793","6","6"
"124502","118.650001526","2","2"
"124503","108.75","2","2"
"124505","38.5","1","1"
"124506","245.5","4","3"
"124508","98.0","2","2"
"124513","219.0","1","1"
"124514","0.839999973774","1","1"
"124515","220.0","1","1"
"124518","159.0","1","1"
"124519","277.299987793","2","2"
"124521","140.0","1","1"
"124523","278.0","2","2"
"124525","179.0","1","1"
"124526","159.0","1","1"
"124528","159.0","1","1"
"124531","148.5","1","1"
"124532","140.0","1","1"
"124534","126.0","1","1"
"124535","140.0","1","1"
"124536","140.0","1","1"
"124537","140.0","1","1"
"124540","789.0","1","1"
"124542","149.0","1","1"
"124543","200.0","1","1"
"124547","179.0","1","1"
"124553","165.0","1","1"
"124555","205.0","1","1"
"124556","440.0","2","2"
"124558","115.0","1","1"
"124562","49.9000015259","1","1"
"124564","59.9900016785","1","1"
"124566","139.979995728","2","2"
"124570","43.8800010681","1","1"
"124571","59.9900016785","1","1"
"124572","237.470001221","3","3"
"124574","129.979995728","2","2"
"124576","139.979995728","2","2"
"124579","59.9900016785","1","1"
"124582","25.5499992371","1","1"
"124583","60.0","1","1"
"124586","45.0","1","1"
"124588","41.25","1","1"
"124590","40.0","1","1"
"124602","360.679992676","2","2"
"124608","236.25","1","1"
"124609","185.25","1","1"
"124616","189.0","1","1"
"124617","181.5","1","1"
"124626","137.990005493","1","1"
"124638","119.989997864","1","1"
"124644","499.189971924","4","3"
"124647","194.839996338","2","2"
"124648","129.990005493","1","1"
"124651","487.380004883","5","5"
"124653","97.4199981689","1","1"
"124658","99.9899978638","1","1"
"124668","47.25","1","1"
"124672","89.25","1","1"
"124675","90.0","1","1"
"124678","1056.75","4","4"
"124679","120.0","2","2"
"124681","574.979980469","7","6"
"124683","549.989990234","3","3"
"124688","94.9899978638","1","1"
"124692","399.989990234","4","3"
"124693","417.489990234","5","5"
"124694","97.6999969482","1","1"
"124695","211.699996948","3","3"
"124696","140.0","2","2"
"124697","65.0","1","1"
"124702","924.959960938","5","5"
"124703","90.0","1","1"
"124704","67.5","1","1"
"124705","63.75","1","1"
"124710","120.0","2","1"
"124711","164.989990234","2","2"
"124712","140.0","2","2"
"124713","135.0","2","2"
"124714","67.5","1","1"
"124715","97.5","2","2"
"124716","430.0","7","6"
"124717","122.5","2","2"
"124723","155.0","3","3"
"124726","138.25","2","2"
"124728","89.0","1","1"
"124730","236.0","1","1"
"124731","69.0","1","1"
"124732","215.0","3","3"
"124733","138.25","2","2"
"124735","79.0","1","1"
"124736","120.0","1","1"
"124746","282.679992676","3","3"
"124747","129.979995728","2","2"
"124748","169.979995728","2","2"
"124749","91.6999969482","1","1"
"124751","79.9899978638","1","1"
"124755","157.479995728","2","2"
"124756","79.9899978638","1","1"
"124757","281.25","5","4"
"124758","412.5","6","6"
"124759","69.0","1","1"
"124760","37.5","1","1"
"124761","80.0","1","1"
"124762","138.75","2","2"
"124765","475.0","2","2"
"124766","56.25","1","1"
"124767","149.990005493","3","3"
"124768","493.75","8","7"
"124769","183.75","3","2"
"124770","342.25","5","5"
"124772","157.5","3","3"
"124774","45.0","1","1"
"124775","600.5","7","7"
"124776","220.0","3","3"
"124780","397.5","7","7"
"124781","450.0","4","4"
"124782","56.25","1","1"
"124783","131.25","2","2"
"124784","346.25","4","4"
"124785","153.739990234","2","2"
"124786","187.5","3","3"
"124787","48.75","1","1"
"124788","292.5","5","4"
"124789","430.25","5","5"
"124790","75.0","1","1"
"124793","92.6500015259","2","2"
"124794","97.5","2","2"
"124795","67.5","1","1"
"124797","113.75","2","2"
"124799","113.75","2","2"
"124801","90.0","2","2"
"124804","772.489990234","5","5"
"124805","67.5","1","1"
"124806","48.75","1","1"
"124822","322.5","3","3"
"124831","90.0","1","1"
"124832","272.239990234","3","3"
"124833","89.0","1","1"
"124834","66.75","1","1"
"124842","159.0","1","1"
"124845","1103.47998047","5","5"
"124849","150.0","2","2"
"124850","391.700012207","1","1"
"124851","163.5","2","2"
"124852","99.0","1","1"
"124853","569.5","6","5"
"124856","219.989990234","2","2"
"124859","208.25","2","2"
"124861","139.0","1","1"
"124863","164.25","1","1"
"124865","283.5","2","1"
"124866","332.489990234","4","4"
"124867","74.9899978638","1","1"
"124870","266.989990234","3","3"
"124876","470.839996338","4","4"
"124877","322.5","3","3"
"124879","182.899993896","1","1"
"124880","150.0","2","1"
"124882","770.0","7","6"
"124883","379.980010986","2","2"
"124885","1126.0","4","4"
"124886","150.0","2","2"
"124887","467.5","5","5"
"124888","472.880004883","5","5"
"124890","964.700012207","4","4"
"124891","371.25","3","3"
"124892","1475.61999512","10","9"
"124893","317.25","3","3"
"124894","810.0","8","8"
"124896","864.5","5","5"
"124897","866.0","5","5"
"124898","1096.25","10","10"
"124899","1690.75","9","9"
"124900","286.0","2","2"
"124901","75.0","1","1"
"124903","120.0","2","2"
"124904","499.979980469","5","5"
"124905","299.0","3","2"
"124907","108.75","1","1"
"124908","455.0","4","3"
"124909","616.25","5","5"
"124910","874.979980469","7","6"
"124911","232.5","2","2"
"124912","559.989990234","5","4"
"124924","36.5","1","1"
"124926","89.9800033569","2","2"
"124927","52.4900016785","1","1"
"124929","49.9900016785","1","1"
"124932","44.9900016785","1","1"
"124936","70.0","1","1"
"124939","241.899993896","1","1"
"124940","660.0","2","2"
"124941","140.0","1","1"
"124972","8.77999973297","1","1"
"124989","36.0","1","1"
"124997","441.380004883","4","4"
"124998","191.25","2","2"
"124999","208.040008545","2","2"
"125000","187.5","2","1"
"125004","110.0","1","1"
"125008","82.5","1","1"
"125010","173.25","2","2"
"125012","404.989990234","5","5"
"125013","82.5","1","1"
"125014","97.5","1","1"
"125051","1105.0","4","4"
"125052","125.0","1","1"
"125053","138.75","1","1"
"125055","146.25","1","1"
"125056","275.0","3","2"
"125057","275.0","3","3"
"125058","295.0","3","3"
"125059","201.25","2","2"
"125060","287.5","3","2"
"125061","371.25","3","3"
"125062","450.0","3","3"
"125063","105.0","1","1"
"125065","1517.10998535","10","10"
"125066","362.5","3","3"
"125067","851.489990234","7","7"
"125068","455.0","4","4"
"125069","1201.0","2","2"
"125070","290.0","2","2"
"125075","71.25","1","1"
"125078","236.25","2","2"
"125079","640.390014648","7","7"
"125080","101.239997864","1","1"
"125082","410.0","3","3"
"125083","209.989990234","2","2"
"125084","425.0","5","5"
"125085","455.5","4","4"
"125086","188.899993896","1","1"
"125087","519.400024414","4","4"
"125089","903.900024414","8","7"
"125090","945.0","8","8"
"125091","374.25","3","3"
"125092","165.0","2","2"
"125093","293.75","2","2"
"125094","895.5","8","8"
"125097","90.0","1","1"
"125098","1487.0","1","1"
"125102","412.5","3","3"
"125105","97.5","1","1"
"125106","93.75","1","1"
"125107","90.0","1","1"
"125112","10.4200000763","1","1"
"125113","41.8199996948","2","2"
"125114","104.779998779","1","1"
"125129","11.1800003052","1","1"
"125130","59.6999969482","3","3"
"125131","49.7999992371","2","2"
"125132","79.5999984741","4","3"
"125133","208.25","2","2"
"125134","580.5","5","5"
"125136","321.75","4","4"
"125137","515.989990234","5","5"
"125138","548.25","5","5"
"125139","129.0","1","1"
"125140","713.979980469","7","7"
"125141","96.75","1","1"
"125142","464.75","3","3"
"125143","437.0","3","2"
"125144","111.75","1","1"
"125146","387.0","4","4"
"125147","887.25","6","6"
"125148","178.5","2","2"
"125149","225.75","2","2"
"125151","225.75","2","2"
"125153","446.25","4","4"
"125154","330.75","2","2"
"125155","1166.73999023","9","9"
"125156","126.75","1","1"
"125157","548.25","5","5"
"125158","670.489990234","6","6"
"125159","89.25","1","1"
"125160","590.75","5","5"
"125161","451.75","4","4"
"125162","939.75","6","6"
"125163","467.239990234","6","6"
"125174","14.1800003052","1","1"
"125176","57.6800003052","2","2"
"125177","29.0400009155","1","1"
"125180","13.8999996185","1","1"
"125186","135.0","1","1"
"125192","189.0","1","1"
"125196","349.589996338","6","6"
"125198","264.520019531","5","5"
"125199","44.0200004578","1","1"
"125201","122.319999695","2","2"
"125203","64.9000015259","1","1"
"125205","41.1800003052","1","1"
"125206","41.1800003052","1","1"
"125212","45.0","1","1"
"125213","32.25","1","1"
"125214","139.989990234","2","2"
"125215","55.0","1","1"
"125217","432.5","4","3"
"125219","915.989990234","5","5"
"125221","50.0","1","1"
"125223","22.5","1","1"
"125229","55.0","1","1"
"125230","105.0","2","2"
"125235","294.640014648","5","4"
"125236","498.699981689","6","5"
"125237","219.989990234","3","3"
"125238","29.9899997711","1","1"
"125240","99.9700012207","3","3"
"125252","40.0","1","1"
"125256","150.0","2","2"
"125259","55.0","1","1"
"125270","92.0","1","1"
"125272","119.980003357","2","1"
"125273","59.9900016785","1","1"
"125274","194.919998169","1","1"
"125276","265.859985352","3","3"
"125280","167.479995728","2","2"
"125281","174.979995728","2","2"
"125282","82.4899978638","1","1"
"125284","119.989997864","1","1"
"125285","611.549987793","6","6"
"125288","60.0","1","1"
"125291","118.699996948","2","2"
"125292","181.5","2","2"
"125295","309.970001221","3","2"
"125298","142.869995117","2","2"
"125300","447.619995117","2","2"
"125301","119.989997864","1","1"
"125317","69.9000015259","1","1"
"125319","26.3400001526","1","1"
"125320","22.5","1","1"
"125324","95.0","1","1"
"125334","128.5","1","1"
"125336","77.9899978638","1","1"
"125337","112.0","1","1"
"125338","164.240005493","2","2"
"125341","289.139984131","3","2"
"125344","390.0","1","1"
"125345","303.75","1","1"
"125347","563.179992676","2","2"
"125348","780.450012207","2","2"
"125350","351.0","1","1"
"125351","372.0","1","1"
"125353","325.5","1","1"
"125357","469.799987793","1","1"
"125360","386.25","1","1"
"125361","82.5","2","2"
"125363","104.819999695","2","2"
"125364","55.0","1","1"
"125367","75.0","1","1"
"125370","189.979995728","2","2"
"125372","67.4899978638","1","1"
"125373","411.420013428","2","2"
"125375","157.479995728","2","1"
"125382","60.0","1","1"
"125383","168.75","1","1"
"125392","300.0","2","2"
"125394","327.5","1","1"
"125396","307.5","1","1"
"125402","541.099975586","2","2"
"125404","88.1200027466","1","1"
"125408","844.229980469","5","4"
"125409","59.9900016785","1","1"
"125411","64.9899978638","1","1"
"125413","54.9900016785","1","1"
"125414","346.989990234","2","2"
"125415","59.9900016785","1","1"
"125416","299.959991455","4","4"
"125418","109.980003357","2","1"
"125419","492.940002441","7","7"
"125424","289.75","3","2"
"125426","163.25","2","2"
"125427","267.75","3","3"
"125433","111.75","1","1"
"125434","86.25","1","1"
"125436","196.5","2","2"
"125438","209.119995117","2","2"
"125445","64.9899978638","1","1"
"125447","100.0","1","1"
"125449","90.0","1","1"
"125457","24.75","1","1"
"125462","78.7399978638","1","1"
"125466","293.579986572","2","1"
"125467","358.459991455","3","2"
